userId,requestTimestamp,date,hour,count
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,4,20
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,7,183
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,8,1334
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,10,2938
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,11,1698
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,12,749
anon_2db9dbbcb95c7bfc,1753124428196,2025-07-21,13,782
