timestamp,healthConnectId,bpm,zoneOffset,userId,requestTimestamp
1753239600000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239600000,83,Z,anon_6ae8d0a9f84c3299,1753244396943
1753239900000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239900000,88,Z,anon_6ae8d0a9f84c3299,1753244396943
1753240200000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240200000,84,Z,anon_6ae8d0a9f84c3299,1753244396943
1753240500000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240500000,97,Z,anon_6ae8d0a9f84c3299,1753244396943
1753240800000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240800000,100,Z,anon_6ae8d0a9f84c3299,1753244396943
1753241100000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241100000,73,Z,anon_6ae8d0a9f84c3299,1753244396943
1753241400000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241400000,83,Z,anon_6ae8d0a9f84c3299,1753244396943
1753239600000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239600000,83,Z,anon_6ae8d0a9f84c3299,1753244400721
1753239900000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239900000,88,Z,anon_6ae8d0a9f84c3299,1753244400721
1753240200000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240200000,84,Z,anon_6ae8d0a9f84c3299,1753244400721
1753240500000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240500000,97,Z,anon_6ae8d0a9f84c3299,1753244400721
1753240800000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240800000,100,Z,anon_6ae8d0a9f84c3299,1753244400721
1753241100000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241100000,73,Z,anon_6ae8d0a9f84c3299,1753244400721
1753241400000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241400000,83,Z,anon_6ae8d0a9f84c3299,1753244400721
1753239600000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239600000,83,Z,anon_6ae8d0a9f84c3299,1753244405359
1753239900000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239900000,88,Z,anon_6ae8d0a9f84c3299,1753244405359
1753240200000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240200000,84,Z,anon_6ae8d0a9f84c3299,1753244405359
1753240500000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240500000,97,Z,anon_6ae8d0a9f84c3299,1753244405359
1753240800000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240800000,100,Z,anon_6ae8d0a9f84c3299,1753244405359
1753241100000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241100000,73,Z,anon_6ae8d0a9f84c3299,1753244405359
1753241400000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241400000,83,Z,anon_6ae8d0a9f84c3299,1753244405359
1753239600000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239600000,83,Z,anon_6ae8d0a9f84c3299,1753244480373
1753239900000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753239900000,88,Z,anon_6ae8d0a9f84c3299,1753244480373
1753240200000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240200000,84,Z,anon_6ae8d0a9f84c3299,1753244480373
1753240500000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240500000,97,Z,anon_6ae8d0a9f84c3299,1753244480373
1753240800000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753240800000,100,Z,anon_6ae8d0a9f84c3299,1753244480373
1753241100000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241100000,73,Z,anon_6ae8d0a9f84c3299,1753244480373
1753241400000,fbf0bd41-2d14-47ee-8517-0253c7f604b2_1753241400000,83,Z,anon_6ae8d0a9f84c3299,1753244480373
