id,sessionId,type,startTime,endTime,userId,requestTimestamp
1268,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753242354859
1269,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753242354859
1270,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753242354859
1271,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T07:46:00Z,2025-07-21T08:57:00Z,anon_6ae8d0a9f84c3299,1753242474563
1272,d439837e-a522-4d9c-a10a-ce6d412313df,5,2025-07-21T08:57:00Z,2025-07-21T09:29:00Z,anon_6ae8d0a9f84c3299,1753242474563
1273,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753242474563
1274,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753242474563
1275,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753242474563
1276,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T07:46:00Z,2025-07-21T08:57:00Z,anon_6ae8d0a9f84c3299,1753242504591
1277,d439837e-a522-4d9c-a10a-ce6d412313df,5,2025-07-21T08:57:00Z,2025-07-21T09:29:00Z,anon_6ae8d0a9f84c3299,1753242504591
1278,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753242504591
1279,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753242504591
1280,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753242504591
1286,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T07:46:00Z,2025-07-21T08:57:00Z,anon_6ae8d0a9f84c3299,1753244396943
1287,d439837e-a522-4d9c-a10a-ce6d412313df,5,2025-07-21T08:57:00Z,2025-07-21T09:29:00Z,anon_6ae8d0a9f84c3299,1753244396943
1288,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753244396943
1289,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753244396943
1290,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753244396943
1291,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T07:46:00Z,2025-07-21T08:57:00Z,anon_6ae8d0a9f84c3299,1753244400721
1292,d439837e-a522-4d9c-a10a-ce6d412313df,5,2025-07-21T08:57:00Z,2025-07-21T09:29:00Z,anon_6ae8d0a9f84c3299,1753244400721
1293,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753244400721
1294,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753244400721
1295,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753244400721
1291,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T07:46:00Z,2025-07-21T08:57:00Z,anon_6ae8d0a9f84c3299,1753244405359
1292,d439837e-a522-4d9c-a10a-ce6d412313df,5,2025-07-21T08:57:00Z,2025-07-21T09:29:00Z,anon_6ae8d0a9f84c3299,1753244405359
1293,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753244405359
1294,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753244405359
1295,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753244405359
1296,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T07:46:00Z,2025-07-21T08:57:00Z,anon_6ae8d0a9f84c3299,1753244480373
1297,d439837e-a522-4d9c-a10a-ce6d412313df,5,2025-07-21T08:57:00Z,2025-07-21T09:29:00Z,anon_6ae8d0a9f84c3299,1753244480373
1298,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T09:29:00Z,2025-07-21T09:45:00Z,anon_6ae8d0a9f84c3299,1753244480373
1299,d439837e-a522-4d9c-a10a-ce6d412313df,1,2025-07-21T09:50:00Z,2025-07-21T10:04:00Z,anon_6ae8d0a9f84c3299,1753244480373
1300,d439837e-a522-4d9c-a10a-ce6d412313df,4,2025-07-21T10:04:00Z,2025-07-21T10:32:00Z,anon_6ae8d0a9f84c3299,1753244480373
