timestamp,x,y,z,userId,requestTimestamp
1753124423268,0.0001527162,0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124423457,-0.0001527162,-0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124423644,0.0001527162,-0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124423833,-0.0001527162,0.0001527162,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124424021,-0.0001527162,0.0001527162,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124424210,-0.0001527162,0.0001527162,0.0001527162,anon_2db9dbbcb95c7bfc,1753124428196
1753124424398,0.0001527162,-0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124424586,-0.0001527162,-0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124424773,-0.0001527162,-0.0004581486,-0.0006108648,anon_2db9dbbcb95c7bfc,1753124428196
1753124424961,-0.0001527162,-0.0004581486,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124425149,-0.0001527162,-0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124425339,-0.0001527162,0.0001527162,-0.0006108648,anon_2db9dbbcb95c7bfc,1753124428196
1753124425526,-0.0001527162,0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124425715,-0.0001527162,-0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124425903,-0.0001527162,0.0001527162,0.0001527162,anon_2db9dbbcb95c7bfc,1753124428196
1753124426091,-0.0001527162,0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124426280,-0.0001527162,0.0001527162,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124426470,-0.0001527162,0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124426659,-0.0001527162,0.0001527162,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124426848,0.0003054324,0.0001527162,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124427034,-0.0001527162,-0.0001527162,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124427224,-0.0001527162,0.0001527162,0.0001527162,anon_2db9dbbcb95c7bfc,1753124428196
1753124427412,0.0001527162,0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
1753124427600,0.0003054324,0.0001527162,-0.0006108648,anon_2db9dbbcb95c7bfc,1753124428196
1753124427788,-0.0001527162,-0.0006108648,-0.0,anon_2db9dbbcb95c7bfc,1753124428196
1753124427976,0.0001527162,0.0001527162,-0.0003054324,anon_2db9dbbcb95c7bfc,1753124428196
