timestamp,x,y,z,userId,requestTimestamp
1753242254522,-0.037686955,0.1363909,9.789038,anon_6ae8d0a9f84c3299,1753242259402
1753242254710,-0.040677983,0.13160525,9.789636,anon_6ae8d0a9f84c3299,1753242259402
1753242254898,-0.037686955,0.1363909,9.787841,anon_6ae8d0a9f84c3299,1753242259402
1753242255089,-0.03708875,0.13339986,9.7908325,anon_6ae8d0a9f84c3299,1753242259402
1753242255274,-0.03708875,0.1381855,9.79143,anon_6ae8d0a9f84c3299,1753242259402
1753242255463,-0.03589234,0.13878371,9.789038,anon_6ae8d0a9f84c3299,1753242259402
1753242255652,-0.032901313,0.1363909,9.789038,anon_6ae8d0a9f84c3299,1753242259402
1753242255840,-0.03708875,0.1369891,9.792626,anon_6ae8d0a9f84c3299,1753242259402
1753242256029,-0.032901313,0.1381855,9.789636,anon_6ae8d0a9f84c3299,1753242259402
1753242256219,-0.03589234,0.1381855,9.789636,anon_6ae8d0a9f84c3299,1753242259402
1753242256404,-0.03589234,0.1369891,9.79143,anon_6ae8d0a9f84c3299,1753242259402
1753242256594,-0.040677983,0.13998012,9.789038,anon_6ae8d0a9f84c3299,1753242259402
1753242256788,-0.037686955,0.13519448,9.79143,anon_6ae8d0a9f84c3299,1753242259402
1753242256971,-0.03708875,0.1369891,9.79143,anon_6ae8d0a9f84c3299,1753242259402
1753242257159,-0.037686955,0.13878371,9.7908325,anon_6ae8d0a9f84c3299,1753242259402
1753242257347,-0.040677983,0.1381855,9.789636,anon_6ae8d0a9f84c3299,1753242259402
1753242257546,-0.035294134,0.13339986,9.7908325,anon_6ae8d0a9f84c3299,1753242259402
1753242257723,-0.032901313,0.13519448,9.792626,anon_6ae8d0a9f84c3299,1753242259402
1753242257912,-0.035294134,0.13399807,9.789038,anon_6ae8d0a9f84c3299,1753242259402
1753242258113,-0.03589234,0.13399807,9.792626,anon_6ae8d0a9f84c3299,1753242259402
1753242258294,-0.040677983,0.13399807,9.7908325,anon_6ae8d0a9f84c3299,1753242259402
1753242258477,-0.03888337,0.13519448,9.787841,anon_6ae8d0a9f84c3299,1753242259402
1753242258667,-0.032901313,0.13519448,9.7908325,anon_6ae8d0a9f84c3299,1753242259402
1753242258854,-0.03589234,0.1381855,9.787841,anon_6ae8d0a9f84c3299,1753242259402
1753242259043,-0.03708875,0.1369891,9.789038,anon_6ae8d0a9f84c3299,1753242259402
1753242259231,-0.034097724,0.13399807,9.7908325,anon_6ae8d0a9f84c3299,1753242259402
1753242284351,-0.032901313,0.13878371,9.7908325,anon_6ae8d0a9f84c3299,1753242289414
1753242284512,-0.03589234,0.1381855,9.787841,anon_6ae8d0a9f84c3299,1753242289414
1753242284701,-0.03589234,0.1363909,9.786645,anon_6ae8d0a9f84c3299,1753242289414
